query,intent
is it possible to update account information thank you,account_issues
could you problem with checkout thank you,payment_issues
could you start a return!,return_exchange
I need to Shipping discount ASAP,shipping_inquiry
could you return process ASAP,return_exchange
"please, express shipping!",shipping_inquiry
Can I Order tracking now,order_status
could you did my order ship yet? ASAP,order_status
is it possible to reset my password immediately,account_issues
Create new password,account_issues
"Please, Can't complete payment thanks",payment_issues
is it possible to refund taking too long thanks,refund_status
I need to complain,complaint
would you tell me about this product immediately,product_information
i want to product specifications thanks,product_information
how do i shipping cost immediately,shipping_inquiry
Shipping methods?,shipping_inquiry
is it possible to full refund please?,refund_status
could you ground shipping immediately,shipping_inquiry
"Please, Payment not accepted immediately",payment_issues
I want to Terrible customer service,complaint
"excuse me, i'm waiting for my order urgently",order_status
Would you Charged but no confirmation please,payment_issues
i need to item availability immediately,product_information
can i horrible experience ASAP,complaint
How do I Did my order ship yet? thank you,order_status
"how do i wrong size, need exchange thanks",return_exchange
could you i need information please,general_inquiry
"Please, Delivery fee",shipping_inquiry
"hello, what's the status of my order? ASAP",order_status
i want to profile update!,account_issues
New arrivals,product_information
i would like to payment gateway error.,payment_issues
I want to Someone else accessing my account,account_issues
would you is this item available??,product_information
"Hello, First time customer urgently",general_inquiry
i need to profile update ASAP,account_issues
Card not accepted,payment_issues
is it possible to return pickup,return_exchange
I want to Best seller products.,product_information
"please, can someone help me?",general_inquiry
i want to initiate return!,return_exchange
is it possible to i need to exchange this right away,return_exchange
"excuse me, transaction failed.",payment_issues
"hello, refund pending thank you",refund_status
i want to can i swap this? right away,return_exchange
is it possible to any updates on my order?.,order_status
could you credit not received.,refund_status
"Excuse me, Very disappointed with the service right away",complaint
"hello, error during payment urgently",payment_issues
How do I Account suspended urgently,account_issues
i need to when will my order arrive? ASAP,order_status
"hello, payment issue with my account ASAP",payment_issues
Can I Product doesn't work now,complaint
"Hi, My payment didn't go through!",payment_issues
i want to track my recent order urgently,order_status
Account locked please,account_issues
I want to cancel my order thanks,order_cancellation
"hello, initiate return!",return_exchange
"Please, Replace my item!",return_exchange
"Hey, Weekend delivery?",shipping_inquiry
"Excuse me, I can't log in immediately",account_issues
Is it possible to Money deducted but order failed right away,payment_issues
"hey, shipping cost urgently",shipping_inquiry
I want to I'm frustrated immediately,complaint
I need to When will my order arrive?.,order_status
is it possible to i want to cancel the order i just placed urgently,order_cancellation
"hello, checkout error!",payment_issues
Can I Can someone help me? ASAP,general_inquiry
is it possible to shipping cost,shipping_inquiry
"hey, billing issue ASAP",payment_issues
is it possible to what colors does it come in? immediately,product_information
i need to error during payment!,payment_issues
Return policy,return_exchange
I would like to Expected delivery date?,order_status
i want to when was refund issued?.,refund_status
Bad experience,complaint
could you i'm not satisfied.,complaint
i want to product origin now,product_information
"hey, bad experience",complaint
Can I Payment not accepted now,payment_issues
"hey, check my order status right away",order_status
is it possible to money deducted but order failed?,payment_issues
how do i product description please ASAP,product_information
i would like to expedite my refund thanks,refund_status
Can I Where is my package? thanks,order_status
Could you How does this product work?,product_information
"Hi, Return policy.",return_exchange
"Excuse me, I'd like to cancel my purchase right away",order_cancellation
